取引先コード,取引先名,取引先名かな,取引先略称名,インボイス発行事業者区分,インボイス登録番号,郵便番号,住所1,住所2,住所3,国名,取引通貨,国内・国外取引,タグ,フラグ,得意先有無,仕入先有無,請求先コード,請求先は宛名の置換のみ,得意先部署,得意先担当者役職,得意先担当者,得意先敬称,得意先電話番号,得意先FAX番号,得意先メールアドレス,得意先担当者コード,得意先担当社員名,得意先取引形態区分,得意先締日１,得意先締日２,得意先締日３,入金予定日１,入金予定日２,入金予定日３,得意先単価ランク,得意先掛率,得意先別単価の使用,得意先金額丸め区分,得意先内税外税区分,得意先消費税計上区分,得意先消費税丸め区分,与信限度額,前回請求額,前回売掛残,前回請求額（円転）,前回売掛残（円転）,売上伝票採番区分,請求書発行区分,請求書入金明細印字区分,見積書発行元ｺｰﾄﾞ,注文請書発行元ｺｰﾄﾞ,納品書発行元ｺｰﾄﾞ,請求書発行元ｺｰﾄﾞ,インボイス発行元ｺｰﾄﾞ,統一伝票用社名,統一伝票用店名,統一伝票用社店コード,統一伝票用分類コード,統一伝票用伝票区分,統一伝票用取引先ｺｰﾄﾞ,統一伝票用L欄,得意先メモ,支払先コード,支払先は宛名の置換のみ,仕入先部署,仕入先担当者役職,仕入先担当者,仕入先敬称,仕入先電話番号,仕入先FAX番号,仕入先メールアドレス,仕入先担当者コード,仕入先担当社員名,仕入先取引形態区分,仕入先締日１,仕入先締日２,仕入先締日３,支払予定日１,支払予定日２,支払予定日３,仕入先単価ランク,仕入先掛率,仕入先別単価の使用,仕入先金額丸め区分,仕入先内税外税区分,仕入先消費税計上区分,仕入先消費税丸め区分,前回支払予定額,前回買掛残,前回支払予定額（円転）,前回買掛残（円転）,仕入伝票採番区分,支払書発行区分,支払書支払明細印字区分,注文書発行元ｺｰﾄﾞ,支払書発行元ｺｰﾄﾞ,PO発行元ｺｰﾄﾞ,仕入先メモ,登録日時,最終更新日時,部門
WH-74,Inagora株式会社,いんあごらかぶしきがいしゃ,,インボイス発行事業者,T1010401115691,1620845,東京都新宿区市谷本村町1丁目1番,住友市ヶ谷ビル6F,,日本,JPY,国内,,,有,無,WH-74,Y,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/03/02 21:13:45,2025/01/08 11:08:40,輸出事業
WH-75,株式会社アクシージア,カブシキガイシャアクシージア,,,,1600023,東京都新宿区西新宿 6-3-1,新宿アイランド・ウィング2F,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-75,Y,,,,御中,,,,00015,佐久間　藍,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2022/04/25 14:51:59,2024/09/12 11:49:13,輸出事業
WH-76,株式会社KOKOBUY,,,,,1088439,東京都港区海岸3-9-32,オンワードベイパークビルディング2F,,日本,JPY,国内,,,有,無,WH-76,Y,,,,御中,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/06/14 18:03:32,2022/06/14 18:03:32,輸出事業
WH-77,PINCH HITTER JAPAN 株式会社,PINCH HITTER JAPAN,,,,8540062,長崎県諫早市小船越町1006番地1,,,日本,JPY,国内,,,有,有,WH-77,Y,,,,,0957-56-9400,,,,,掛売上,毎月末日,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-77,Y,,,,,0957-56-9400,,,,,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2022/03/18 14:51:44,2022/06/16 11:02:24,輸出事業
WH-78,NOX BELLCOW COSMETICS,NOX BELLCOW COSMETICS,,,,,,,,,JPY,国外,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-78,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2022/11/17 13:40:44,2022/11/17 13:40:44,輸入事業
WH-79,"YOEN CO.,LTD.","YOEN CO.,LTD.",,,,,,,,韓国,JPY,国外,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-79,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2022/12/15 16:01:28,2023/04/21 13:39:53,輸入事業
WH-8,株式会社三創,さんそう,,,,1160013,東京都荒川区西日暮里1-61-23,リレント西日暮里101,,日本,001,国内,,,有,有,WH-8,Y,,,佐通,様,03-3805-5119,03-3805-5119,,00005,泉　秀之,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-8,Y,,,佐通,様,03-3805-5119,03-3805-5119,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2019/10/04 09:36:29,2019/11/14 14:33:05,輸出事業
WH-80,株式会社　オルハコーポレーション,おるはこおぽれえしょん,,,,2521107,神奈川県綾瀬市深谷中8-10-5,,,,JPY,国内,,,有,有,WH-80,Y,,,,,,,,,,都度請求,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-80,Y,,,,,,,,,,都度支払,毎月末日,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/01/13 16:06:23,2023/01/18 10:13:48,輸出事業
WH-81,ベスト二ホン東京株式会社,べすとにほんとうきょう,,,,,,,,,JPY,国内,,,有,無,WH-81,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/06 11:08:10,2023/04/06 11:08:10,輸出事業
WH-82,D-DRIVE株式会社,D-DRIVEかぶしきがいしゃ,,インボイス発行事業者,T3010601058103,1360073,東京都中央区日本橋堀留町2-3-3,グランドメゾン日本橋掘留町1101,,,JPY,国内,,,有,無,WH-82,N,,,,,03-6810-7860,,,,,掛売上,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/05/16 18:28:23,2023/08/31 16:46:09,輸入事業
WH-83,ピュアクリエイト株式会社,ぴゅあくりえいとかぶしきがいしゃ,,,,3600024,埼玉県熊谷市問屋町3-2-2,,,日本,JPY,国内,,,有,無,WH-83,N,,,,,,,,,,掛売上,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/07/26 16:03:04,2023/07/28 16:51:03,輸出事業
WH-84,株式会社メルカリ,めるかり,,,,,,,,,JPY,国内,,,有,無,WH-84,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/08/01 16:20:33,2023/08/01 18:06:26,輸出事業
WH-85,"黑森林 (Jiangsu Schwarzwald Tech Co.,Ltd.)",,,,,,,,,中国,JPY,国内,,,有,有,WH-85,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-85,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/08/23 10:48:46,2023/08/23 10:48:46,輸入事業
WH-86,株式会社ビックカメラ,びっくかめら,,,,,東京都豊島区高田3-23-23,,,日本,JPY,国内,,,有,有,WH-86,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-86,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/08/31 10:41:57,2023/10/03 12:24:02,自販機事業
WH-87,株式会社アイスタイルトレーディング,あいすたいるとれえでぃんぐ,,,,1076034,東京都港区赤坂,赤坂アークヒルズ・アーク森ビル 34F,,日本,JPY,国内,,,有,有,WH-87,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-87,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/09/05 15:33:07,2023/09/08 09:52:28,輸出事業
WH-88,大熊物産株式会社,おおくまぶっさんかぶしきがいしゃ,,,,5420084,大阪府大阪市中央区宗右衛門町5-17,,,日本,JPY,国内,,,有,有,WH-88,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-88,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/09/14 10:27:46,2024/04/23 19:46:54,輸出事業
WH-89,深圳市創馨亮電子有限公司(Shenzhen Light Venus Electronics Limited),ふか圳しそうかおるあきらでんしゆうげんこうし(Shenzhen Light Venus Electronics Limited),,,,,,,,中国,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-89,Y,,,,,,,,,,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/09/26 18:14:45,2024/01/16 19:25:47,輸入事業
WH-9,株式会社pdc,pdc,,,,1060047,東京都港区南麻布4-2-34　,天現寺スクエア4階,,,JPY,国内,,,有,有,WH-9,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-9,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/07/12 15:15:17,2018/02/26 14:45:41,輸出事業
WH-94,株式会社ON THE RING,オンザリング,,,,9000022,沖縄県那覇市樋川2-10-14-1906,,,日本,JPY,国内,,,有,無,WH-94,N,,,,,098-834-8014,098-858-0410,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/31 15:47:22,2023/10/31 15:47:22,輸出事業
WH-95,株式会社エナジーアップ,えなじいあっぷ,,,,,,,,日本,JPY,国内,,,有,有,WH-95,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-95,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/11/24 17:48:04,2023/12/11 10:53:18,輸出事業
WH-96,シャンブル八日市店,しゃんぶるはちにちしてん,,,,,,,,日本,JPY,国内,,,有,無,WH-96,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/11/28 17:45:03,2023/11/28 17:45:03,輸出事業
WH-97,株式会社コクミン,こくみん,,,,5590007,大阪府大阪市住之江区粉浜西1丁目12番48号,,,日本,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-97,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/12/12 10:00:58,2023/12/12 16:05:00,輸出事業
WH-98,PHT株式会社(内税),ピーエイチティ,,インボイス発行事業者,T8011501020643,1150045,東京都北区赤羽1-41-12-1F,,,日本,JPY,国内,,,有,有,WH-98,N,,,,,098-834-8014,098-858-0410,,,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-98,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/01/19 15:52:24,2025/03/05 19:41:03,輸出事業
WH-99,大熊物産株式会社(仕入),おおくまぶっさんかぶしきがいしゃ,,,,5360003,大阪府大阪市城東区今福南4丁目1-13,,,日本,JPY,国内,,,有,有,WH-99,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-99,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/01/23 10:46:49,2024/04/26 10:33:42,輸出事業
WH100,inventus株式会社,いべんたすかぶしきかいしゃ,,,,,,,,日本,JPY,国内,,,有,有,WH100,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH100,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/04/01 13:02:51,2024/04/01 13:03:37,輸出事業
WH101,南通诚信光学仪器有限公司,みなみどおり诚しんこうがく仪きゆうげんこうし,,,,,,,,,001,国外,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH101,N,,,,,,,,,,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/04/23 21:00:15,2024/04/26 18:14:18,輸入事業
WH102,JNグローバル合同会社,じぇーえぬぐろーばる,,,,5430021,大阪府大阪市天王寺区東高津町11-7,上本町グランディムビル 601,,日本,001,国内,,,有,有,WH102,Y,,,神田尚美,様,06-6314-6808,,n-kanda@jnglobal.co.jp,,,,毎月末日,,,翌月末日,,,1,100,不使用,基本設定参照,外税,明細,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH102,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/07/09 17:21:43,2024/10/10 12:22:17,輸出事業
WH103,"SEAGULL PHARMACEUTICAL CO., LIMITED",しーがるふぁーましゅーてぃかる,,,,,,,,中国,JPY,国外,,,有,有,WH103,N,,,,,,,,,,,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH103,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/07/26 11:00:29,2024/07/26 11:00:29,輸出事業
WH104,AOTU TECHNOLOGY LIMITED,あおとぅてくのろじーりみてっど,,,,,,,,中国,JPY,国外,,,有,有,WH104,N,,,,,,,,,,,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH104,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/08/06 11:37:13,2024/08/06 11:46:33,輸出事業
WH105,"GUANGDONG SINDRON INTELLIGENT TECHNOLOGY CO.,LTD","GUANGDONG SINDRON INTELLIGENT TECHNOLOGY CO.,LTD",信德隆智能科技有限公司,非インボイス,,,"NO.278 BAI'AN ROAD SOUTH, JUN'AN TOWN,","SHUNDE DISTRICT, FOSHAN CITY, CHINA",,中国,001,国外,,,有,有,WH105,N,,,,,,,,,,,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH105,N,,,,,(86)757-2559,(86)757-2559-988,,,,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/08/08 14:07:26,2024/08/08 14:07:26,自販機事業
WH109,株式会社ゾディアック,ぞでぃあっく,,,,5420082,大阪府大阪市中央区島之内2-13-29,,,日本,001,国内,,,有,有,WH109,Y,,,,,,,,00015,佐久間　藍,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH109,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/09/04 17:31:15,2024/09/05 10:44:36,輸出事業
WH110,"Matsumoto Kiyoshi (HK) Co., Limited",マツモトキヨシHK,MCCﾏﾈｼﾞﾒﾝﾄCMS,,,,,,,日本,001,国内,,,有,有,WH110,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,"Matsumoto Kiyoshi (HK) Co., Limited
（マツキヨ香港）
入金(株)MCCマネージメント",WH110,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/04/26 10:36:47,2025/01/08 11:08:14,輸出事業
WH120,株式会社巨星,か）きょせい,,,,1690073,東京都新宿区百人町3-8-12,大塚ビル１Ｆ,,日本,JPY,国内,,,有,無,WH120,Y,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/03/04 12:05:54,2024/03/04 12:05:54,輸入事業
WH121,富森商事株式会社,とみもりしょうじ,,,,,,,,日本,JPY,国内,,,有,有,WH121,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH121,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/09/11 13:22:48,2024/09/11 16:23:26,輸出事業
WH125,エタニクス製薬株式会社,えたにくすせいやく,,,,,,,,日本,JPY,国内,,,有,有,WH125,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH125,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/11/15 10:43:21,2024/11/15 10:43:21,国際医療事業
WH129,株式会社ラグジャス,らぐしゃす,,,,,,,,日本,JPY,国内,,,有,有,WH129,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH129,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2025/03/06 12:38:35,2025/06/06 12:11:42,輸出事業
WH130,株式会社ブロス,ぶろす,,,,,,,,日本,001,国内,,,有,有,WH130,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH130,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/04/30 21:26:12,2024/04/30 21:31:55,輸出事業
WH131,株式会社メディックス,めでぃっくす,,インボイス発行事業者,T4012401015885,1920063,東京都八王子市元横山町,1-2-3 2F,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH131,Y,医薬品・ヘルスケア事業部ボニー,,髙﨑　正和,様,080-4165-8397,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/08/22 18:00:58,2024/08/22 18:00:58,国際医療事業
WH170,Asian　Trade株式会社,,,,,,,,,日本,001,国内,,,有,有,WH170,Y,,,,,,,,00099,劉　華芸,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,20250210内税から外税へ変更,WH170,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2025/02/12 19:44:36,2025/02/12 19:44:36,輸出事業
WH90,カネイシ株式会社,かねいし,,,,3701101,群馬県佐波郡玉村町藤川184-4,,,日本,JPY,国内,,,有,無,WH90,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/09/29 10:48:35,2023/10/02 19:39:24,輸出事業
WH91,健栄製薬株式会社,けんえいせいやく,,,,5410044,大阪府大阪市中央区伏見町2丁目5番8号,,,日本,JPY,国内,,,有,有,WH91,N,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH91,N,,,,,,,,,,掛仕入,毎月末日,,,翌月末日,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/10/06 19:03:08,2024/08/22 18:27:17,輸出事業
WH92,株式会社東栄,かぶしきがいしゃとうえい,,,,5470046,大阪府大阪市平野区,平野宮町1-7-2-953,,日本,JPY,国内,,,有,無,WH92,N,,,,,,,,,,都度請求,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/19 16:04:02,2023/10/19 16:06:36,輸出事業
WH93,蚌埠ファンテクノロジー株式会社(Bengbu Mifan Techn),蚌埠ふぁんてくのろじい(Bengbu Mifan Techn),,,,,,,,中国,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH93,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/10/19 18:35:04,2023/10/19 18:35:04,輸入事業
WH94,JANGSU SCHWARZWALD TECHCO.LTD,JANGSU SCHWARZWALD TECHCO.LTD,,,,,,,,中国,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH94,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2023/12/06 19:08:01,2023/12/06 19:22:40,輸入事業
WH95,"SHANTOU KAILA TECHNOLOGY CO., LTD","SHANTOU KAILA TECHNOLOGY CO., LTD",,,,,,,,中国,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH95,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/01/16 17:11:09,2024/01/16 17:11:09,輸入事業
WH96,Dermafirm INC.,ダーマファーム,,,,,,,,韓国,JPY,国内,,,有,有,WH96,N,,,,,,,,,,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH96,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/02/02 11:33:05,2025/04/18 18:33:30,輸入事業
WH97,同源国際株式会社,どうげんこくさい,,,,,,,,日本,001,国内,,,有,有,WH97,Y,,,,,,,,00099,劉　華芸,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,20250210内税から外税へ変更,WH97,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/02/28 11:34:34,2025/02/10 18:05:55,輸出事業
